filnavn,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,flux_mean,flux_std,contrast_mean,contrast_std,hnr,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mos
book_00000_chp_0009_reader_06709_17_seg_live_phone_1.wav,1013.6001883830806,295.34106400085983,852.7466937785136,187.03084241531334,1943.1818181818182,680.0058484421595,0.0004072988813277334,0.00112511299084872,0.09110254598847518,0.0366502495456769,0.0327102430164814,0.022802984341979027,1.7967742681503296,1.8979392051696777,24.074351226919163,10.475449858666119,1.3014278411865234,-379.01763916015625,69.0020980834961,150.359619140625,33.59409713745117,-43.66055679321289,30.99768829345703,22.033504486083984,26.8663272857666,-18.91374397277832,17.0458927154541,-36.130699157714844,15.028913497924805,6.328865051269531,14.362737655639648,-27.65903091430664,12.211576461791992,-12.148462295532227,11.294063568115234,5.37825345993042,10.61841869354248,-22.07408332824707,9.032936096191406,-6.229067802429199,6.587679386138916,-0.6135614514350891,6.391648292541504,2.75
book_00000_chp_0009_reader_06709_17_seg_live_phone_600.wav,1051.5588103363614,382.8056664654237,894.5567710243466,224.0125544359374,1994.6992793791574,778.3277857059808,0.0017343091312795877,0.004158298019319773,0.10073657746010638,0.058259978543539835,0.019276419654488564,0.013504460453987122,1.8073780536651611,2.1160078048706055,23.604634706618544,10.81480863588654,1.4588905572891235,-445.110595703125,83.63932037353516,143.7000274658203,44.23900604248047,-37.431888580322266,30.400550842285156,23.91805648803711,24.72160530090332,-18.621049880981445,18.30933952331543,-31.431161880493164,16.49721336364746,8.089204788208008,15.449810028076172,-28.08600616455078,13.214803695678711,-10.61041259765625,10.47667407989502,6.769477367401123,11.051045417785645,-20.011011123657227,9.078882217407227,-5.07190465927124,7.753243446350098,-2.0706892013549805,5.949072360992432,1.33333333333333
book_00000_chp_0009_reader_06709_17_seg_live_skype_1.wav,1145.8219601191,699.7488662946542,1179.7787234733564,435.2518608658047,2086.3705654101996,1365.4616033757695,0.0036276073660701513,0.007913350127637386,0.09173973570478723,0.07731964972321978,0.021942641586065292,0.014905347488820553,1.7904703617095947,1.7017961740493774,23.573049439766134,12.23522813551678,1.8313531875610352,-408.7658996582031,68.56534576416016,141.50274658203125,35.58454895019531,-8.397087097167969,32.43292236328125,24.800764083862305,30.781597137451172,-33.64688491821289,33.98051452636719,-0.2431883066892624,15.797455787658691,0.8281840085983276,15.924077987670898,-16.392759323120117,15.952259063720703,-4.983823776245117,13.89672565460205,-11.569995880126953,13.988266944885254,-6.651714324951172,11.320944786071777,-10.250402450561523,10.864514350891113,-16.35723114013672,8.815752029418945,2.75
book_00000_chp_0009_reader_06709_17_seg_live_skype_600.wav,1241.414838891107,763.4712519328316,1296.1144548500647,475.3933141734255,2456.5895232815965,1486.3988761066357,0.0050023505464196205,0.010740727186203003,0.08908016123670212,0.07721361140304318,0.022900909185409546,0.015173295512795448,1.939557433128357,2.0614593029022217,24.03368032732195,12.491063157666055,1.9449355602264404,-412.058837890625,88.512939453125,124.4438705444336,44.093448638916016,2.653684377670288,41.552398681640625,25.993877410888672,30.88372039794922,-29.50769805908203,28.28911781311035,5.435440540313721,16.411842346191406,-1.831276297569275,17.307159423828125,-12.139704704284668,15.580168724060059,-4.175354480743408,16.167329788208008,-10.017332077026367,14.721261024475098,-8.337966918945312,11.342592239379883,-13.432579040527344,10.935160636901855,-8.233911514282227,7.752423286437988,1.33333333333333
book_00007_chp_0008_reader_01326_58_seg_live_phone_2.wav,1234.5248479161378,456.1334894064189,1000.379419331482,186.82908605788748,2402.870216306156,730.3132488561752,0.000803660717792809,0.0010479107731953263,0.12538569024268617,0.061856592163239126,0.013121997006237507,0.013674413785338402,1.4951002597808838,1.6617707014083862,23.004509369628092,11.675493278893791,0.6741215586662292,-444.9572448730469,73.6567611694336,129.11131286621094,33.198307037353516,-31.539291381835938,32.61731719970703,39.13875961303711,29.447450637817383,-17.164365768432617,16.163402557373047,-28.804725646972656,18.182126998901367,13.167763710021973,14.246235847473145,-29.081817626953125,11.201789855957031,-11.06294059753418,8.11156177520752,2.071526288986206,6.688074111938477,-23.05946159362793,8.68236255645752,-2.022977113723755,6.977273464202881,-4.10501766204834,6.101417064666748,2.8
book_00007_chp_0008_reader_01326_58_seg_live_phone_601.wav,1037.2889165839324,358.64867325047385,927.6120117913223,182.1357037778427,2079.2689267886853,744.9149215584091,0.00036321289371699095,0.0010776841081678867,0.0993886095412234,0.05143043839018185,0.017818160355091095,0.013616644777357578,1.2212153673171997,1.187117576599121,22.85752975964798,11.786814809727781,0.9992976784706116,-374.5215148925781,59.33369445800781,165.03517150878906,37.552188873291016,-40.635520935058594,21.444917678833008,40.811241149902344,20.1004638671875,-10.896926879882812,16.182188034057617,-26.023414611816406,11.428411483764648,18.194255828857422,9.265442848205566,-25.638694763183594,11.239489555358887,-8.71849250793457,7.3452043533325195,1.8667232990264893,5.52675199508667,-22.916696548461914,7.587891578674316,-0.4801219403743744,6.380802154541016,-6.830090045928955,4.708512783050537,2.6
book_00007_chp_0008_reader_01326_58_seg_live_skype_2.wav,1498.3653417450325,962.9911398694474,1485.8095136981276,453.7481582615993,2862.078826955075,1693.958818441961,0.012865684926509857,0.0212131105363369,0.11538761220079788,0.09164277268615333,0.008940504863858223,0.009252941235899925,1.5335553884506226,1.467445969581604,22.022309228333178,13.72128275202793,0.7663800716400146,-438.73876953125,84.8326187133789,110.02764129638672,43.22883224487305,10.029608726501465,27.00605010986328,19.52243423461914,29.0739803314209,-12.678345680236816,28.760955810546875,11.08337688446045,15.18159294128418,0.703803539276123,13.868541717529297,-7.507966995239258,13.669474601745605,-5.764085292816162,12.240492820739746,-6.103078842163086,11.959185600280762,-10.93568229675293,10.702431678771973,-1.6433908939361572,8.871647834777832,-12.405981063842773,8.089635848999023,2.8
book_00007_chp_0008_reader_01326_58_seg_live_skype_601.wav,910.3488020070808,735.0226986208281,1173.8004562859444,477.8070370935762,1758.657445923461,1550.453050783797,0.0034427689388394356,0.010500487871468067,0.0573236993018617,0.06303176579139705,0.018769511952996254,0.008511952124536037,1.5775587558746338,1.4317359924316406,22.229025459283086,13.527009143535498,1.2153940200805664,-403.5274963378906,53.4708137512207,149.25765991210938,48.91143035888672,24.38092613220215,27.047351837158203,47.92409896850586,23.93562889099121,-5.934460163116455,25.1070613861084,15.28276252746582,15.973645210266113,-0.26553791761398315,12.011983871459961,-1.7127832174301147,9.209624290466309,-7.384392261505127,9.813819885253906,-1.6942529678344727,11.794074058532715,-8.900877952575684,8.905082702636719,-8.784198760986328,7.880774974822998,-4.556478500366211,6.323154449462891,2.6
book_00007_chp_0008_reader_01326_7_seg_live_phone_3.wav,1112.2288690317787,466.9335283203792,946.6673023858302,213.87176037080107,2196.6702279202277,839.0085778192149,0.0005262845079414546,0.0013569347793236375,0.10679535887557078,0.055825517458940835,0.017076825723052025,0.012661398388445377,1.6252158880233765,1.9498852491378784,23.476443721744822,10.979126570553374,0.8308885097503662,-430.68292236328125,67.50881958007812,147.3780517578125,31.005144119262695,-31.482074737548828,33.86770248413086,46.82493591308594,30.561859130859375,-21.7564754486084,13.440413475036621,-39.27778244018555,18.073421478271484,15.943341255187988,14.97084903717041,-24.31645393371582,12.10464859008789,-11.1809663772583,8.220198631286621,-0.6021761894226074,8.385045051574707,-26.18196678161621,7.557867527008057,-3.0322093963623047,6.1271820068359375,-6.2407026290893555,6.233534812927246,3.2
book_00007_chp_0008_reader_01326_7_seg_live_phone_602.wav,1241.03695883727,422.03133799701214,983.797368962385,165.90837208573575,2456.775284900285,660.3542522421845,0.00021363706036936492,0.000746681762393564,0.12235570062785388,0.06306026283390749,0.04106535390019417,0.025611039251089096,1.6715993881225586,2.1039257049560547,24.14889995941349,11.370277803968046,0.9458919763565063,-320.47930908203125,61.873046875,148.7168426513672,30.674495697021484,-55.771732330322266,29.66742706298828,45.808258056640625,27.56841468811035,-19.442853927612305,17.255626678466797,-37.75424575805664,16.705608367919922,21.234094619750977,13.54345417022705,-30.58194923400879,10.089637756347656,-15.196560859680176,8.12655258178711,3.094759941101074,6.553863525390625,-28.015581130981445,7.939466953277588,-2.1871461868286133,6.38819694519043,-1.8040419816970825,5.700366020202637,1.0
