filnavn,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,flux_mean,flux_std,contrast_mean,contrast_std,hnr,target,beta,snr_db,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std
BlueNoise_beta-0.90_snr-3.87_083.wav,3839.1871355446233,666.0684472237546,2303.1416926081233,221.51870620915906,6621.5739202657805,252.67132077517763,0.19913768768310547,0.12080219388008118,0.4055435505319149,0.14714142515917578,0.05102067440748215,0.0207460168749094,1.2092856168746948,0.8815933465957642,19.971674016017616,12.519758115734039,1.9116036891937256,BlueNoise,-0.9,-3.87,-145.97129821777344,23.460554122924805,-10.383756637573242,25.84035301208496,11.866430282592773,13.74712085723877,1.5973563194274902,11.066231727600098,-5.212835311889648,7.516763687133789,-6.578610897064209,7.674304962158203,-12.471806526184082,8.494006156921387,-10.085034370422363,8.618144035339355,-12.739333152770996,7.122686386108398,-5.68684720993042,6.049170017242432,-9.006026268005371,5.685930252075195,-3.7148473262786865,5.559122085571289,-8.52647876739502,5.17292594909668
BlueNoise_beta-0.90_snr11.18_005.wav,2596.4190284338238,1095.64386636903,2015.763547217579,342.7656355939557,4872.66403654485,1585.4073183465123,0.0976579487323761,0.11544874310493469,0.23963960688164893,0.15619044714565894,0.04263459891080856,0.02529977262020111,2.027038812637329,2.1302924156188965,19.908900704715858,12.142554906025552,0.24000416696071625,BlueNoise,-0.9,11.18,-202.38848876953125,64.6188735961914,48.236629486083984,53.949363708496094,0.6111107468605042,25.857664108276367,14.094446182250977,24.570425033569336,2.776437282562256,15.131393432617188,-5.922268390655518,15.578863143920898,-10.781494140625,11.571824073791504,-7.984252452850342,11.612059593200684,-6.448759078979492,9.961423873901367,-2.9334046840667725,10.060250282287598,-10.609370231628418,8.23437786102295,-2.675790548324585,5.972254276275635,-7.124486923217773,6.846621036529541
BlueNoise_beta-0.90_snr15.67_091.wav,2859.5045889459466,1467.2353988580319,2014.6200521719784,294.78042632698174,5052.3640219560875,1803.7757974245283,0.11259829252958298,0.1379479467868805,0.2983382837460064,0.2100736393024801,0.03885595127940178,0.026724476367235184,1.9872617721557617,1.9949613809585571,19.989458897144154,12.484244286953965,1.0683778524398804,BlueNoise,-0.9,15.67,-284.0325622558594,68.16622161865234,29.2012939453125,56.482452392578125,13.920533180236816,28.80168342590332,4.003902912139893,25.25520133972168,-7.94132661819458,17.644559860229492,-6.614858627319336,14.622496604919434,-6.2055182456970215,10.959661483764648,-7.2332563400268555,12.121892929077148,-13.166121482849121,11.001664161682129,-9.381111145019531,8.881197929382324,-14.734552383422852,9.331096649169922,-5.91530704498291,9.023933410644531,-10.409554481506348,8.268865585327148
BlueNoise_beta-0.90_snr19.65_080.wav,2316.091584505124,1334.1949951532172,1799.995505225294,392.54304029455795,4155.056063122924,1952.8264394988732,0.09237673133611679,0.1348954737186432,0.2292012965425532,0.18648762095611998,0.04013891518115997,0.024970179423689842,2.143893003463745,2.2471776008605957,21.458700483496703,12.116933793705703,1.1604547500610352,BlueNoise,-0.9,19.65,-272.00885009765625,87.20079040527344,58.85050964355469,62.7237434387207,2.20481276512146,30.74294662475586,15.531376838684082,32.477848052978516,-8.204854965209961,24.481168746948242,-1.72811758518219,13.889532089233398,-2.7201414108276367,14.695959091186523,-12.101871490478516,16.64002227783203,-6.83367395401001,12.114684104919434,0.8050087690353394,11.537513732910156,-10.508760452270508,8.483036041259766,1.973093867301941,8.688126564025879,-10.135177612304688,8.225090026855469
BlueNoise_beta-0.90_snr9.93_058.wav,2729.76991071244,1233.3030256362613,2116.695870236604,313.74049522037234,5219.779191616766,1414.5585850615212,0.0941697210073471,0.11570718884468079,0.26125230880591055,0.1689894813814514,0.04311947152018547,0.022785766050219536,1.9119231700897217,1.7152087688446045,20.521515926897965,12.292879351391681,0.6472651362419128,BlueNoise,-0.9,9.93,-220.5915069580078,54.63579559326172,42.49899673461914,47.06171798706055,26.565210342407227,24.079980850219727,15.9114351272583,21.99978256225586,2.422741413116455,15.76047420501709,-6.222596645355225,14.845199584960938,-18.773073196411133,12.895512580871582,-10.3125581741333,12.138431549072266,-10.44560432434082,10.50083065032959,-0.9002726674079895,9.248598098754883,-8.889538764953613,7.869597911834717,-3.377488613128662,7.240403652191162,-4.485827445983887,6.418341636657715
BlueNoise_beta-0.91_snr10.85_090.wav,2999.0589894654686,1154.7788640374881,2197.435995519968,284.5806076375404,5664.049500831947,1247.0841761409686,0.11377952247858047,0.13328269124031067,0.2742919921875,0.1896308965206931,0.03665972501039505,0.029370760545134544,1.6998133659362793,1.563463568687439,21.12387530514277,12.17272046345982,0.7481621503829956,BlueNoise,-0.91,10.85,-262.6690368652344,51.58470153808594,22.055097579956055,41.1711311340332,18.763877868652344,22.864742279052734,8.243430137634277,23.765363693237305,-4.372220993041992,17.704116821289062,-12.275766372680664,16.821430206298828,-18.006519317626953,13.822513580322266,-8.76152229309082,11.433479309082031,-7.618688106536865,11.420431137084961,-2.1990087032318115,10.876380920410156,-9.930325508117676,9.560132026672363,-1.171529769897461,7.694570541381836,-7.542652606964111,8.120250701904297
BlueNoise_beta-0.91_snr17.86_003.wav,2632.7120373776725,1460.1070871424404,1860.492293280515,339.25784418534107,4602.445953436807,1870.2940800786519,0.0952414870262146,0.1295885145664215,0.26147807236258863,0.20658647354915288,0.03797966241836548,0.026532290503382683,2.08029842376709,2.07313871383667,21.050727129222203,12.141415876172468,0.5048050284385681,BlueNoise,-0.91,17.86,-276.0941162109375,87.22248077392578,39.0245475769043,63.28873062133789,14.084270477294922,36.1625862121582,6.035603046417236,27.66631317138672,-17.80755615234375,18.930078506469727,-3.363863706588745,13.194474220275879,-10.296270370483398,11.174574851989746,-4.308422088623047,11.509027481079102,-6.650812149047852,10.953245162963867,-6.673285961151123,10.322809219360352,-15.337920188903809,9.951752662658691,-2.932554006576538,8.002997398376465,1.3583532571792603,7.0021586418151855
BlueNoise_beta-0.91_snr7.18_040.wav,2930.636084861959,1069.9261224162155,2229.2821286686994,239.49452434106814,5785.224438902743,962.3764850394981,0.12100358307361603,0.13729168474674225,0.26559776518924305,0.1883156683855651,0.04155194014310837,0.02556750550866127,1.5808453559875488,1.2495687007904053,20.718259443204527,12.406852889025265,1.7065808773040771,BlueNoise,-0.91,7.18,-228.60227966308594,42.43073272705078,21.856889724731445,41.893150329589844,16.40541648864746,20.491748809814453,6.9206671714782715,21.88676643371582,-1.7191479206085205,17.221357345581055,-2.5805318355560303,12.632861137390137,-10.127315521240234,10.642719268798828,-10.763405799865723,10.364490509033203,-13.103324890136719,9.909895896911621,-1.5033320188522339,10.845869064331055,-5.182205677032471,8.119048118591309,-2.8622055053710938,6.128353595733643,-5.475472450256348,6.578455448150635
BlueNoise_beta-0.92_snr1.32_062.wav,3621.363926263808,940.472504174401,2243.2487772767254,229.9139105693498,6409.677706552707,530.5045650641737,0.18961183726787567,0.14002296328544617,0.3723668486015982,0.20519354897208308,0.03491276875138283,0.025269262492656708,1.332334041595459,0.9671192765235901,19.47565260513304,12.578551873054307,0.4477485418319702,BlueNoise,-0.92,1.32,-213.26202392578125,41.012413024902344,-4.22728967666626,40.02284240722656,9.56767749786377,19.699525833129883,-2.267827033996582,15.761682510375977,-6.735398292541504,13.596972465515137,-3.0719077587127686,9.058334350585938,-10.62705135345459,9.081258773803711,-9.27308177947998,10.490435600280762,-10.983485221862793,8.401607513427734,-3.8626410961151123,7.3268208503723145,-6.462856292724609,6.235113620758057,-2.056593894958496,5.191555023193359,-7.430174827575684,5.254497528076172
BlueNoise_beta-0.92_snr10.66_045.wav,2924.212280260483,1251.1605590164756,2071.1315288318515,344.1456450103084,5501.24584717608,1122.7548332919473,0.09718925505876541,0.11850015819072723,0.28290444232047873,0.1579222721228548,0.04484004154801369,0.021287936717271805,2.1321535110473633,1.8547334671020508,20.628131040768373,12.343918281786005,0.31662288308143616,BlueNoise,-0.92,10.66,-206.26406860351562,52.508811950683594,37.8869743347168,52.19683074951172,18.666488647460938,30.767471313476562,-8.810589790344238,25.18468475341797,-11.361406326293945,15.97463607788086,-2.317378044128418,12.243330955505371,-13.49092960357666,11.00236988067627,1.7929668426513672,11.63095474243164,-10.919257164001465,9.634638786315918,1.176527500152588,9.362191200256348,-13.77698802947998,8.95602035522461,-7.921347618103027,10.322042465209961,-7.73125696182251,6.439957141876221
