filnavn,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,zcr_mean,zcr_std,rms_mean,rms_std,flux_mean,flux_std,contrast_mean,contrast_std,hnr,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,target
Lydfil_BrownNoise_Validation_01.wav,996.2897470349789,536.782103992536,1500.175079946593,337.8515348743605,2058.3520459081838,1231.9250690871443,0.003775213845074177,0.008136548101902008,0.03649005341453674,0.02097388744674112,0.19934463500976562,0.04911697655916214,1.594427227973938,1.4243978261947632,20.016886874331703,12.789461468134995,2.245985984802246,-120.42544555664062,43.24633026123047,120.21735382080078,31.623069763183594,14.097352027893066,17.533479690551758,28.619380950927734,14.261133193969727,11.232454299926758,14.4962797164917,11.961896896362305,12.46012020111084,1.634765386581421,10.714344024658203,-1.427242636680603,13.53310489654541,0.25477132201194763,8.835254669189453,6.019257545471191,8.280867576599121,2.0591113567352295,8.772316932678223,10.528035163879395,8.21126937866211,-1.597359299659729,6.651885986328125,BrownNoise
Lydfil_BrownNoise_Validation_02.wav,1535.4924741269524,995.3927414309682,1626.4092525324745,376.3424348178333,3113.3494389027433,1551.8064667882902,0.010356990620493889,0.016311271116137505,0.08649970430776892,0.09063094739432524,0.12559084594249725,0.04931836202740669,2.0361223220825195,2.1474428176879883,20.094779880358942,13.69726537592537,0.542472243309021,-138.00108337402344,85.7205581665039,93.45326232910156,44.472225189208984,-1.986055850982666,31.935379028320312,38.00468444824219,22.961854934692383,-1.9528882503509521,21.516517639160156,14.657389640808105,12.577899932861328,-0.5884448289871216,11.945547103881836,7.13261604309082,11.881887435913086,-1.7711354494094849,11.49549388885498,13.411494255065918,11.638943672180176,-3.4718573093414307,9.426773071289062,10.25655746459961,8.74060344696045,-2.3424150943756104,9.273741722106934,BrownNoise
Lydfil_BrownNoise_Validation_03.wav,1219.0432554440217,780.5086713054031,1617.5654559724248,401.5855215028874,2553.1804323725055,1497.615261946195,0.0065036071464419365,0.014675051905214787,0.05211450022163121,0.04918788123327039,0.19164970517158508,0.04963583126664162,1.5227452516555786,1.1663721799850464,19.85554097571177,12.234873169255147,3.846526622772217,-122.0372085571289,40.38945007324219,103.32205963134766,35.3642578125,19.4018497467041,26.60089111328125,26.278499603271484,17.511333465576172,-2.0422492027282715,14.814130783081055,15.910640716552734,9.333419799804688,1.4432308673858643,8.786745071411133,9.226632118225098,8.650551795959473,3.111218214035034,7.951854228973389,7.591132640838623,6.634115695953369,-1.9931350946426392,7.735444068908691,5.966386795043945,5.930944442749023,6.287448883056641,5.352924823760986,BrownNoise
Lydfil_BrownNoise_Validation_04.wav,1704.2554123151033,1086.1555489345224,1706.2822905132778,344.41476971230963,3291.5331196581196,1537.561618214329,0.01031328085809946,0.017490888014435768,0.10640072060502283,0.11167375347320839,0.07213284075260162,0.02815527655184269,1.9929569959640503,1.9043374061584473,21.49242586984565,12.938469947982457,0.8652054071426392,-195.08737182617188,75.96543884277344,81.41548919677734,43.634010314941406,-0.839796781539917,39.21366882324219,26.728260040283203,23.165634155273438,2.3528501987457275,16.94643783569336,13.237772941589355,13.061161994934082,0.39591220021247864,13.450241088867188,3.9835898876190186,12.071649551391602,9.94787883758545,11.75656509399414,4.729986667633057,9.448101997375488,3.024569034576416,9.6551513671875,4.6924004554748535,8.997474670410156,5.960494041442871,7.149074554443359,BrownNoise
Lydfil_BrownNoise_Validation_05.wav,1157.1211101259091,526.3831063002002,1573.8167780297929,369.078457334278,2546.6673588039866,1209.1091105128467,0.004752421285957098,0.00686173839494586,0.03988582529920213,0.020637710979588483,0.15470248460769653,0.03740893676877022,1.617067813873291,1.4906678199768066,19.460822279400407,12.376667168581408,3.6084306240081787,-129.0510711669922,41.99046325683594,109.53170776367188,32.50823211669922,1.6711328029632568,24.890180587768555,34.3310546875,19.95113754272461,7.865968227386475,10.687966346740723,9.019898414611816,12.77957820892334,1.5095516443252563,9.612605094909668,4.921267032623291,9.351819038391113,3.0536463260650635,8.063458442687988,8.153461456298828,8.96779727935791,-1.7591177225112915,7.513279914855957,8.784915924072266,5.7617268562316895,-0.16150540113449097,6.089179515838623,BrownNoise
Lydfil_BrownNoise_Validation_06.wav,1019.2176794638182,526.6706624460617,1621.3841908353163,310.801973741766,2207.143847006652,1205.847905590027,0.003481939435005188,0.006440133787691593,0.029551404587765957,0.022188539808160865,0.20285923779010773,0.04847452789545059,1.2061301469802856,0.787060022354126,19.143984143493995,12.740652877270726,6.708959102630615,-129.2239532470703,28.19736099243164,108.97077178955078,27.178142547607422,21.248491287231445,14.750429153442383,25.878009796142578,14.738457679748535,13.279338836669922,10.495955467224121,14.194554328918457,7.531077861785889,3.8319664001464844,7.2896647453308105,10.679313659667969,6.572264194488525,-0.1360992044210434,6.7833333015441895,3.229008674621582,9.25939655303955,0.12504304945468903,6.020847320556641,8.388616561889648,6.24695348739624,-0.6053846478462219,6.1165056228637695,BrownNoise
Lydfil_BrownNoise_Validation_07.wav,1157.1930831380848,826.2758592335487,1636.914268548993,414.2557909504163,2383.765243902439,1670.4555736881796,0.006715492345392704,0.016202975064516068,0.04549673093971631,0.0483501016290085,0.18099293112754822,0.04953676089644432,1.4174519777297974,1.13150954246521,19.419718918290297,12.788428561125913,2.3106307983398438,-134.0984649658203,41.8834114074707,108.66287231445312,40.479530334472656,26.028146743774414,19.319313049316406,21.82939338684082,16.28580665588379,12.39989185333252,11.498785972595215,12.196855545043945,11.127409934997559,2.172783374786377,9.0440673828125,5.819839954376221,8.8516845703125,1.5973845720291138,7.445367813110352,4.4907121658325195,9.217595100402832,-1.0115522146224976,7.763239860534668,5.647665023803711,7.148924827575684,-2.062476873397827,6.348198413848877,BrownNoise
Lydfil_BrownNoise_Validation_08.wav,998.2579196524892,437.7071567459324,1550.7963174159024,308.84906535479547,2160.299003322259,1081.998069955631,0.0035131757613271475,0.0072463080286979675,0.0331070270944149,0.020495370357102572,0.16146424412727356,0.04422403872013092,1.5202149152755737,1.1909950971603394,19.67023503494372,12.654871147713717,4.944871425628662,-149.2828826904297,34.3494873046875,112.75566101074219,26.248035430908203,15.231525421142578,14.298177719116211,28.00696563720703,17.197195053100586,6.1843366622924805,14.878890037536621,13.51601505279541,8.596074104309082,2.357663154602051,9.09195613861084,5.405334949493408,8.894493103027344,1.9147173166275024,6.70670223236084,4.149442195892334,8.080693244934082,5.759535312652588,6.281898021697998,9.327069282531738,5.8339152336120605,-2.080216407775879,7.158727645874023,BrownNoise
Lydfil_BrownNoise_Validation_09.wav,1072.0625478307597,520.3340436246966,1560.7639542771233,370.7919445330106,2265.4430116472545,1326.3889992872996,0.0045323981903493404,0.01010745856910944,0.0401845079787234,0.022350433102433964,0.157083660364151,0.03772582858800888,1.6555240154266357,1.276243805885315,20.06591099131898,12.527779265336674,3.345512866973877,-140.11236572265625,35.505523681640625,114.9398193359375,30.34012794494629,14.541189193725586,18.389799118041992,22.638261795043945,17.116779327392578,2.020650625228882,17.660093307495117,13.81421947479248,9.291424751281738,1.0570895671844482,9.461616516113281,3.240054130554199,9.892114639282227,2.7638776302337646,8.13034439086914,1.5829087495803833,8.110685348510742,6.535745620727539,6.599998474121094,11.398488998413086,6.3782219886779785,-0.5754951238632202,6.686168670654297,BrownNoise
Lydfil_BrownNoise_Validation_10.wav,946.1257201415918,272.5856690729217,1525.3018244066704,235.75329903289486,2116.6345281306717,812.4288467168841,0.0029185968451201916,0.0036141923628747463,0.02761485964752907,0.015607312650453923,0.15117768943309784,0.0383826307952404,1.2838664054870605,1.1145344972610474,18.975571806027116,12.64056152102432,5.441992282867432,-153.6723175048828,39.66550827026367,115.18775177001953,16.8502140045166,9.151226997375488,17.524999618530273,30.01213836669922,13.385225296020508,7.6351728439331055,11.736971855163574,11.996114730834961,10.42870044708252,-0.2258066087961197,9.986942291259766,7.267409324645996,8.889993667602539,3.7741293907165527,7.5958404541015625,9.922531127929688,8.017860412597656,5.509303092956543,6.802058696746826,8.431658744812012,5.386719703674316,1.4094127416610718,6.080998420715332,BrownNoise
